4G LTE not working,4G LTE speed issues,Cell service down,DSL internet out,DSL speed Internet down,Date,Dial-up internet down,Email reading issues,Email sending issues,Everything is down,How long ago,Internet speed issues,Issue,Landline problems,Location,Mobile app crashes,Mobile app not working,Other,Power out,Provider,Reports in last 20 minutes,Source,TV freezing,TV pixilation,Text sending problems,Time,Website down,WiFi down,WiFi speed issues,channels not working
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,New York City,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:16:57,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Summit,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:16:57,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Shirley,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:16:57,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,4h,0%,Internet down,0%,Livingston,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:50:54,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:50:54,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:50:54,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,New York City,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:50:54,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Summit,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:50:54,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,36m,0%,Everything is down,0%,Shirley,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,17:50:54,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,15h,20%,Internet down,0%,North Hollywood,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,8h,20%,Internet down,0%,Woodstock,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,6h,20%,Internet down,0%,Charlotte,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,6h,20%,Internet down,0%,Charlotte,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,1h,20%,Internet down,0%,unknown,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,1h,20%,Internet speed issues,0%,unknown,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,39%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,25m,0%,Cell service down,0%,Woodway,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,17:43:29,10%,0%,0%,0%
0%,0%,39%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,23m,0%,Cell service down,0%,Elkton,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,17:43:29,10%,0%,0%,0%
0%,0%,39%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,22m,0%,Internet down,0%,Austin,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,17:43:29,10%,0%,0%,0%
0%,0%,39%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,20m,0%,Internet down,0%,Montpelier,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,17:43:29,10%,0%,0%,0%
0%,0%,39%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,10m,0%,Internet down,0%,Katy,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,17:43:29,10%,0%,0%,0%
0%,0%,39%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,5m,0%,Cell service down,0%,Lake Charles,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,17:43:29,10%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,Murray,0%,37m,3%,"""Cant login""",0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:38:34,2%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,Birmingham,0%,33m,3%,Chicago,0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:38:34,2%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,30m,0%,Website down,3%,unknown,0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:38:34,2%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,27m,0%,Cell service down,3%,Edmonds,0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:38:34,2%,0%,0%,0%
0%,0%,50%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,3%,6m,0%,Internet down,3%,Dallas,0%,0%,2%,0%,att,1,Outage Report,0%,0%,3%,18:38:34,2%,0%,0%,0%
0%,0%,42%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,11%,38m,0%,Cell service down,0%,Lake Charles,0%,0%,0%,0%,att,4,Outage Report,0%,0%,2%,18:16:57,9%,0%,0%,0%
0%,0%,42%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,11%,22m,0%,Cell service down,0%,Chicago,0%,0%,0%,0%,att,4,Outage Report,0%,0%,2%,18:16:57,9%,0%,0%,0%
0%,0%,42%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,11%,18m,0%,Cell service down,0%,Woodway,0%,0%,0%,0%,att,4,Outage Report,0%,0%,2%,18:16:57,9%,0%,0%,0%
0%,0%,42%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,11%,7m,0%,Everything is down,0%,North Hollywood,0%,0%,0%,0%,att,4,Outage Report,0%,0%,2%,18:16:57,9%,0%,0%,0%
0%,0%,42%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,11%,6m,0%,Cell service down,0%,unknown,0%,0%,0%,0%,att,4,Outage Report,0%,0%,2%,18:16:57,9%,0%,0%,0%
0%,0%,42%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,11%,4m,0%,Cell service down,0%,Marengo,0%,0%,0%,0%,att,4,Outage Report,0%,0%,2%,18:16:57,9%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,4h,0%,Internet down,0%,Livingston,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,New York City,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Summit,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,55m,0%,Everything is down,0%,Shirley,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,Jul 9,0%,Internet down,0%,Exton,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,Jul 10,0%,Internet down,0%,Seattle,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,Jul 10,0%,Internet down,0%,Woodstock,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,14h,0%,Internet down,0%,Cleveland,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,10h,0%,Internet down,0%,Seattle,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,4h,0%,Internet down,0%,Sarasota,0%,0%,0%,0%,comcast-business,0,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,22h,0%,Cell service down,0%,St. Louis,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:35:56,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,21h,0%,Cell service down,0%,Plymouth,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:35:56,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,17h,0%,Cell service down,0%,Memphis,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:35:56,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,15h,0%,Cell service down,0%,Dover,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:35:56,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,2h,0%,Cell service down,0%,Murray,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:35:56,0%,0%,0%,0%
0%,0%,100%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,1h,0%,Cell service down,0%,unknown,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,18:35:56,0%,0%,0%,0%
0%,0%,41%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,46m,0%,Internet down,0%,Austin,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,18:07:05,10%,0%,0%,0%
0%,0%,41%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,44m,0%,Internet down,0%,Montpelier,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,18:07:05,10%,0%,0%,0%
0%,0%,41%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,34m,0%,Internet down,0%,Katy,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,18:07:05,10%,0%,0%,0%
0%,0%,41%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,28m,0%,Cell service down,0%,Lake Charles,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,18:07:05,10%,0%,0%,0%
0%,0%,41%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,13m,0%,Cell service down,0%,Chicago,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,18:07:05,10%,0%,0%,0%
0%,0%,41%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,8m,0%,Cell service down,0%,Woodway,0%,0%,0%,0%,att,2,Outage Report,0%,0%,2%,18:07:05,10%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Internet down,0%,Taylor,0%,0%,0%,0%,windstream,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,17h,0%,Internet down,0%,Knoxville,0%,0%,0%,0%,windstream,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,14h,0%,Internet down,0%,Houston,0%,0%,0%,0%,windstream,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,12h,0%,Internet down,0%,Louisville,0%,0%,0%,0%,windstream,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,4h,0%,Internet down,0%,Saint Paul,0%,0%,0%,0%,windstream,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,3h,0%,Internet down,0%,unknown,0%,0%,0%,0%,windstream,0,Outage Report,0%,0%,0%,17:48:48,0%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,30%,1h,0%,4G LTE not working,0%,Cockeysville,0%,0%,0%,0%,sprint,2,Outage Report,0%,0%,22%,18:07:54,2%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,30%,1h,0%,Text sending problems,0%,Fort Worth,0%,0%,0%,0%,sprint,2,Outage Report,0%,0%,22%,18:07:54,2%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,30%,1h,0%,Text sending problems,0%,Dallas,0%,0%,0%,0%,sprint,2,Outage Report,0%,0%,22%,18:07:54,2%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,30%,18m,0%,Everything is down,0%,Butler,0%,0%,0%,0%,sprint,2,Outage Report,0%,0%,22%,18:07:54,2%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,30%,12m,0%,4G LTE not working,0%,Cockeysville,0%,0%,0%,0%,sprint,2,Outage Report,0%,0%,22%,18:07:54,2%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,31%,1h,0%,4G LTE not working,0%,Cockeysville,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,22%,18:16:57,0%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,31%,1h,0%,Text sending problems,0%,Fort Worth,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,22%,18:16:57,0%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,31%,1h,0%,Text sending problems,0%,Dallas,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,22%,18:16:57,0%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,31%,27m,0%,Everything is down,0%,Butler,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,22%,18:16:57,0%,0%,0%,0%
33%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,31%,21m,0%,4G LTE not working,0%,Cockeysville,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,22%,18:16:57,0%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,16m,0%,Cell service down,0%,Stanhope,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:31:50,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,15m,0%,Cell service down,0%,Southport,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:31:50,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,13m,0%,Cell service down,0%,Woodway,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:31:50,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,11m,0%,Cell service down,0%,Elkton,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:31:50,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,11m,0%,Internet down,0%,Austin,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:31:50,10%,0%,0%,0%
0%,0%,38%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,10%,9m,0%,Internet down,0%,Montpelier,0%,0%,0%,0%,att,6,Outage Report,0%,0%,2%,17:31:50,10%,0%,0%,0%
30%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,32%,1h,0%,Text sending problems,0%,Dallas,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,23%,17:43:29,2%,0%,0%,0%
30%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,32%,1h,0%,4G LTE not working,0%,Davison,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,23%,17:43:29,2%,0%,0%,0%
30%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,32%,1h,0%,Everything is down,0%,unknown,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,23%,17:43:29,2%,0%,0%,0%
30%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,32%,1h,0%,4G LTE not working,0%,Cockeysville,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,23%,17:43:29,2%,0%,0%,0%
30%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,32%,50m,0%,Text sending problems,0%,Fort Worth,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,23%,17:43:29,2%,0%,0%,0%
30%,0%,13%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,32%,44m,0%,Text sending problems,0%,Dallas,0%,0%,0%,0%,sprint,0,Outage Report,0%,0%,23%,17:43:29,2%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,Jul 10,50%,Internet down,0%,Snellville,0%,0%,0%,0%,windstream,1,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,23h,50%,Internet down,0%,Exton,0%,0%,0%,0%,windstream,1,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,15h,50%,Internet down,0%,Houston,0%,0%,0%,0%,windstream,1,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,7h,50%,Internet speed issues,0%,Grass Valley,0%,0%,0%,0%,windstream,1,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,6m,50%,Internet down,0%,Lexington,0%,0%,0%,0%,windstream,1,Outage Report,0%,0%,0%,18:42:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Cell service down,0%,Santa Cruz,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:32:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,19h,0%,Cell service down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:32:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,19h,0%,Everything is down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:32:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,17h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:32:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,Overland Park,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:32:27,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,16h,0%,Internet down,0%,Elizabeth,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:38:34,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,12h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:38:34,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,12h,0%,Internet down,0%,unknown,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:38:34,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,7h,0%,Internet down,0%,Springfield,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:38:34,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 11 Jul 2019,0%,0%,0%,0%,5h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:38:34,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,14h,20%,Internet down,0%,North Hollywood,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:24:04,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,8h,20%,Internet down,0%,Woodstock,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:24:04,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,6h,20%,Internet down,0%,Charlotte,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:24:04,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,5h,20%,Internet down,0%,Charlotte,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:24:04,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,1h,20%,Internet down,0%,unknown,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:24:04,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,38m,20%,Internet speed issues,0%,unknown,0%,0%,0%,0%,time-warner-cable,0,Outage Report,0%,0%,0%,17:24:04,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,4h,0%,Internet down,0%,Livingston,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,3h,0%,Internet down,0%,New York City,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Summit,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,55m,0%,Everything is down,0%,Shirley,0%,0%,0%,0%,optimum-cablevision,0,Outage Report,0%,0%,0%,18:09:39,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,4h,0%,Internet down,0%,Livingston,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:23:31,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,2h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:23:31,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,2h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:23:31,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,2h,0%,Internet down,0%,New York City,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:23:31,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,1h,0%,Everything is down,0%,Summit,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:23:31,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,28%,9m,0%,Everything is down,0%,Shirley,0%,0%,0%,0%,optimum-cablevision,1,Outage Report,0%,0%,0%,17:23:31,11%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,Jul 17,0%,Cell service down,0%,Santa Cruz,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:35:07,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,19h,0%,Cell service down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:35:07,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,19h,0%,Everything is down,0%,Richland,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:35:07,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,17h,0%,Internet down,0%,The Bronx,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:35:07,0%,0%,0%,0%
0%,0%,0%,0%,0%,Thu 18 Jul 2019,0%,0%,0%,0%,2h,0%,Internet down,0%,Overland Park,0%,0%,0%,0%,verizon,0,Outage Report,0%,0%,0%,17:35:07,0%,0%,0%,0%
